"","Player","Pos","School","Ht","Wt","X40yd","X3Cone","Shuttle","YearDrafted"
"375","Kalen Ballage","RB","Arizona State","6-1",228,4.46,6.91,4.35,2018
"376","Saquon Barkley","RB","Penn State","6-0",233,4.4,NA,4.24,2018
"377","Nick Chubb","RB","Georgia","5-11",227,4.52,7.09,4.25,2018
"378","Lavon Coleman","RB","Washington","5-11",215,4.65,NA,NA,2018
"379","Justin Crawford","RB","West Virginia","5-11",199,4.64,NA,NA,2018
"380","Chase Edmonds","RB","Fordham","5-9",205,4.55,6.79,4.07,2018
"381","Donnie Ernsberger","RB","Western Michigan","6-3",241,4.78,7.09,4.34,2018
"382","Dimitri Flowers","RB","Oklahoma","6-2",248,4.83,7.45,4.53,2018
"383","Jarvion Franklin","RB","West. Michigan","5-11",239,4.63,6.93,4.31,2018
"384","Royce Freeman","RB","Oregon","5-11",229,4.54,6.9,4.16,2018
"385","Derrius Guice","RB","LSU","5-10",224,4.49,NA,NA,2018
"386","Kyle Hicks","RB","TCU","5-10",204,4.63,NA,NA,2018
"387","Nyheim Hines","RB","North Carolina State","5-8",198,4.38,7.18,4.35,2018
"388","Justin Jackson","RB","Northwestern","6-0",199,4.52,6.81,4.07,2018
"389","Kerryon Johnson","RB","Auburn","5-11",213,NA,7.07,4.29,2018
"390","Ronald Jones","RB","USC","5-11",205,4.65,NA,NA,2018
"391","John Kelly","RB","Tennessee","5-10",216,NA,7.13,4.51,2018
"392","Sony Michel","RB","Georgia","5-11",214,4.54,NA,4.21,2018
"393","Ryan Nall","RB","Oregon State","6-2",232,4.58,6.95,4.16,2018
"394","Rashaad Penny","RB","San Diego State","5-11",220,4.46,NA,NA,2018
"395","Kamryn Pettway","RB","Auburn","6-0",233,4.74,NA,NA,2018
"396","Demario Richard","RB","Arizona State","5-9",218,4.7,NA,NA,2018
"397","Bo Scarbrough","RB","Alabama","6-1",228,4.52,NA,4.34,2018
"398","Roc Thomas","RB","Jacksonville State","5-10",198,4.56,NA,NA,2018
"399","Akrum Wadley","RB","Iowa","5-10",194,4.54,NA,NA,2018
"400","Mark Walton","RB","Miami (FL)","5-10",202,4.6,NA,NA,2018
"401","Chris Warren","RB","Texas","6-2",247,4.69,6.98,4.18,2018
"402","Jordan Wilkins","RB","Mississippi","6-1",216,NA,NA,4.27,2018
"403","Darrel Williams","RB","LSU","6-0",225,4.72,NA,4.21,2018
"404","Jeff Wilson","RB","North Texas","5-11",210,NA,NA,NA,2018
"405","Rodney Anderson","RB","Oklahoma","6-0",224,NA,NA,NA,2019
"406","Ryquell Armstead","RB","Temple","5-11",220,4.45,7.02,4.29,2019
"407","Alex Barnes","RB","Kansas State","6-0",226,4.59,6.95,4.1,2019
"408","Nick Brossette","RB","LSU","5-11",209,4.72,7.38,4.44,2019
"409","Myles Gaskin","RB","Washington","5-9",205,4.58,7.19,4.27,2019
"410","Damien Harris","RB","Alabama","5-10",216,4.57,NA,NA,2019
"411","Darrell Henderson","RB","Memphis","5-8",208,4.49,NA,NA,2019
"412","Karan Higdon","RB","Michigan","5-9",206,4.49,NA,NA,2019
"413","Justice Hill","RB","Oklahoma State","5-10",198,4.4,NA,NA,2019
"414","Elijah Holyfield","RB","Georgia","5-10",217,4.78,NA,NA,2019
"415","Travis Homer","RB","Miami (FL)","5-10",201,4.48,7.07,4.31,2019
"416","Josh Jacobs","RB","Alabama","5-10",220,NA,NA,NA,2019
"417","Bryce Love","RB","Stanford","5-9",200,NA,NA,NA,2019
"418","Alexander Mattison","RB","Boise State","5-11",221,4.67,7.13,4.29,2019
"419","David Montgomery","RB","Iowa State","5-10",222,4.63,NA,NA,2019
"420","Jalin Moore","RB","Appalachian State","5-10",212,NA,NA,NA,2019
"421","Qadree Ollison","RB","Pittsburgh","6-1",228,4.58,7.53,4.31,2019
"422","Tony Pollard","RB","Memphis","6-0",210,4.52,NA,NA,2019
"423","Miles Sanders","RB","Penn State","5-11",211,4.49,6.89,4.19,2019
"424","Jordan Scarlett","RB","Florida","5-11",208,4.47,7.37,4.63,2019
"425","Lj Scott","RB","Michigan State","6-0",227,NA,7.27,4.34,2019
"426","Devin Singletary","RB","Florida Atlantic","5-7",203,4.66,7.32,4.4,2019
"427","Benny Snell","RB","Kentucky","5-10",224,4.66,7.07,4.33,2019
"428","Mike Weber","RB","Ohio State","5-10",211,4.47,NA,NA,2019
"429","Dexter Williams","RB","Notre Dame","5-11",212,4.57,7,4.16,2019
"430","James Williams","RB","Washington State","5-9",197,4.58,7.01,4.25,2019
"431","Trayveon Williams","RB","Texas A&M","5-8",206,4.51,7.44,4.44,2019
"432","Salvon Ahmed","RB","Washington","5-11",197,4.62,NA,NA,2020
"433","Cam Akers","RB","Florida State","5-10",217,4.47,NA,4.42,2020
"434","Jet Anderson","RB","TCU","5-10",208,4.61,NA,4.19,2020
"435","LeVante Bellamy","RB","Western Michigan","5-9",192,4.5,NA,NA,2020
"436","Eno Benjamin","RB","Arizona State","5-9",207,4.57,6.97,4.25,2020
"437","Raymond Calais","RB","Louisiana-Lafayette","5-8",188,4.42,NA,NA,2020
"438","DeeJay Dallas","RB","Miami","5-10",217,4.58,7.18,4.32,2020
"439","AJ Dillon","RB","Boston College","6-0",247,4.53,7.19,NA,2020
"440","J.K. Dobbins","RB","Ohio State","5-9",209,NA,NA,NA,2020
"441","Rico Dowdle","RB","South Carolina","5-11",213,4.54,NA,NA,2020
"442","Clyde Edwards-Helaire","RB","LSU","5-7",207,4.6,NA,NA,2020
"443","Darrynton Evans","RB","Appalachian State","5-10",203,4.41,NA,NA,2020
"444","JaMycal Hasty","RB","Baylor","5-8",205,4.55,NA,4.03,2020
"445","Brian Herrien","RB","Georgia","5-11",209,4.62,7.12,4.4,2020
"446","Tony Jones","RB","Notre Dame","5-10",220,4.68,7.18,4.21,2020
"447","Joshua Kelley","RB","UCLA","5-11",212,4.49,6.95,4.28,2020
"448","Javon Leake","RB","Maryland","6-0",215,4.65,NA,NA,2020
"449","Benny LeMay","RB","Charlotte","5-8",221,4.75,NA,NA,2020
"450","Anthony McFarland","RB","Maryland","5-8",208,4.44,NA,NA,2020
"451","Zack Moss","RB","Utah","5-9",223,4.65,NA,4.37,2020
"452","Sewo Olonilua","RB","TCU","6-3",232,4.66,NA,4.28,2020
"453","La'Mical Perine","RB","Florida","5-11",216,4.62,7.13,4.31,2020
"454","Scottie Phillips","RB","Mississippi","5-8",209,4.56,7.4,4.53,2020
"455","James Robinson","RB","Illinois State","5-9",219,4.64,7.03,4.19,2020
"456","D'Andre Swift","RB","Georgia","5-8",212,4.48,NA,NA,2020
"457","J.J. Taylor","RB","Arizona","5-5",185,4.61,7,4.15,2020
"458","Jonathan Taylor","RB","Wisconsin","5-10",226,4.39,7.01,4.24,2020
"459","Patrick Taylor","RB","Memphis","6-1",217,4.57,NA,4.34,2020
"460","Ke'Shawn Vaughn","RB","Vanderbilt","5-10",214,4.51,NA,NA,2020
"461","Mike Warren","RB","Cincinnati","5-9",226,NA,NA,NA,2020
"462","Otis Anderson","RB","Central Florida","5-7",179,4.63,7.04,4.38,2021
"463","Rakeem Boyd","RB","Arkansas","5-11",213,4.7,7.22,4.38,2021
"464","Gary Brightwell","RB","Arizona","5-10",218,4.62,7.51,4.48,2021
"465","Michael Carter","RB","North Carolina","5-7",201,4.5,6.81,3.98,2021
"466","Corey Dauphine","RB","Tulane","5-11",198,4.71,7.4,4.53,2021
"467","Bryson Denley","RB","Bowling Green","5-7",189,4.56,7.25,4.57,2021
"468","Gerrid Doaks","RB","Cincinnati","5-11",228,4.58,7.2,4.27,2021
"469","Travis Etienne","RB","Clemson","5-10",215,4.45,NA,NA,2021
"470","Chris Evans","RB","Michigan","5-11",211,4.5,6.83,4.12,2021
"471","Demetric Felton","RB","UCLA","5-8",189,4.55,NA,NA,2021
"472","Jake Funk","RB","Maryland","5-10",204,4.49,6.71,4.12,2021
"473","Kenneth Gainwell","RB","Memphis","",201,4.42,NA,NA,2021
"474","Garrett Groshek","RB","Wisconsin","5-11",217,4.64,7.08,4.32,2021
"475","Javian Hawkins","RB","Louisville","5-8",183,4.46,6.98,4.23,2021
"476","Justin Henderson","RB","Louisiana Tech","5-7",220,4.65,7.22,4.59,2021
"477","Khalil Herbert","RB","Virginia Tech","5-8",210,4.46,6.96,4.31,2021
"478","Kylin Hill","RB","Mississippi St.","5-10",214,4.51,7.13,4.35,2021
"479","Chuba Hubbard","RB","Oklahoma St.","6-0",210,4.48,7.24,4.26,2021
"480","Deon Jackson","RB","Duke","5-11",218,4.41,7.15,4.37,2021
"481","Jermar Jefferson","RB","Oregon St.","5-10",206,4.57,7.38,4.38,2021
"482","Josh Johnson","RB","La-Monroe","5-8",209,4.61,7.16,4.4,2021
"483","Jamal Jones","RB","Arkansas St.","5-6",198,4.67,7.39,4.65,2021
"484","Brenden Knox","RB","Marshall","5-10",215,4.67,7.19,4.39,2021
"485","CJ Marable","RB","Coastal Carolina","5-6",195,4.59,7.25,4.39,2021
"486","Sandon McCoy","RB","Army","5-10",215,4.78,7.47,4.56,2021
"487","Greg McCrae","RB","Central Florida","5-9",182,4.57,6.89,4.34,2021
"488","Dedrick Mills","RB","Nebraska","5-9",217,4.65,7.06,4.35,2021
"489","Elijah Mitchell","RB","Louisiana","5-10",201,4.38,6.94,4.19,2021
"490","Jaret Patterson","RB","Buffalo","5-6",195,4.59,7.03,4.35,2021
"491","Trey Ragas","RB","Louisiana","5-10",214,4.6,7.19,4.5,2021
"492","Asim Rose","RB","Kentucky","6-1",215,4.51,7.25,4.62,2021
"493","Larry Rountree","RB","Missouri","",NA,4.62,6.96,NA,2021
"494","Mekhi Sargent","RB","Iowa","5-8",208,4.62,7.08,4.39,2021
"495","Stevie Scott","RB","Indiana","6-0",225,4.66,7.14,4.57,2021
"496","Trey Sermon","RB","Ohio St.","6-0",215,4.57,6.83,4.28,2021
"497","Rhamondre Stevenson","RB","Oklahoma","5-11",231,4.64,7.09,4.15,2021
"498","Harry Trotter","RB","Kansas St.","5-8",207,4.63,NA,NA,2021
"499","Israel Tucker","RB","Louisiana Tech","5-7",194,4.6,7.25,4.52,2021
"500","Javonte Williams","RB","North Carolina","5-9",212,4.55,6.97,4.09,2021
"501","Pooka Williams","RB","Kansas","5-9",170,4.46,7.03,4.26,2021
"502","Tyler Allgeier","RB","BYU","5-11",224,4.6,NA,NA,2022
"503","Tyler Badie","RB","Missouri","5-8",197,4.45,NA,NA,2022
"504","Greg Bell","RB","San Diego St.","5-11",201,NA,NA,NA,2022
"505","Max Borghi","RB","Washington St.","5-9",210,NA,NA,NA,2022
"506","Kennedy Brooks","RB","Oklahoma","5-11",209,4.59,NA,NA,2022
"507","Leddie Brown","RB","West Virginia","6-0",213,4.64,NA,NA,2022
"508","Tykevious Chandler","RB","North Carolina","5-11",204,4.38,NA,NA,2022
"509","Snoop Conner","RB","Mississippi","5-10",222,4.59,NA,NA,2022
"510","James Cook","RB","Georgia","5-11",199,4.42,NA,NA,2022
"511","Jashaun Corbin","RB","Florida St.","5-11",202,NA,NA,NA,2022
"512","Tyrion Davis-Price","RB","LSU","6-0",211,4.48,NA,NA,2022
"513","Jerrion Ealy","RB","Mississippi","5-8",189,4.52,NA,NA,2022
"514","Trestan Ebner","RB","Baylor","5-11",206,4.43,NA,NA,2022
"515","Jerome Ford","RB","Cincinnati","5-11",210,4.46,NA,NA,2022
"516","Tyler Goodson","RB","Iowa","5-9",197,4.42,NA,NA,2022
"517","Breece Hall","RB","Iowa St.","5-11",217,4.39,NA,NA,2022
"518","Kevin Harris","RB","South Carolina","5-10",221,NA,NA,NA,2022
"519","Hassan Haskins","RB","Michigan","6-2",228,NA,NA,NA,2022
"520","Keaontay Ingram","RB","USC","6-0",221,4.53,NA,NA,2022
"521","Zonovan Knight","RB","North Carolina St.","5-11",209,4.58,NA,NA,2022
"522","Sincere McCormick","RB","Texas-San Antonio","5-9",205,4.6,NA,NA,2022
"523","Isiah Pacheco","RB","Rutgers","5-10",216,4.37,NA,NA,2022
"524","Dameon Pierce","RB","Florida","5-10",218,4.59,NA,NA,2022
"525","D'vonte Price","RB","Florida International","6-1",210,4.38,NA,NA,2022
"526","Ronnie Rivers","RB","Fresno St.","5-8",195,4.6,NA,NA,2022
"527","Brian Robinson","RB","Alabama","6-2",225,4.53,NA,NA,2022
"528","Abram Smith","RB","Baylor","6-0",213,NA,NA,NA,2022
"529","Isaiah Spiller","RB","Texas A&M","6-0",217,NA,NA,NA,2022
"530","Pierre Strong","RB","South Dakota St.","5-11",207,4.37,NA,NA,2022
"531","CJ Verdell","RB","Oregon","5-8",194,NA,NA,NA,2022
"532","Kenneth Walker","RB","Michigan St.","5-9",211,4.38,NA,NA,2022
"533","Jaylen Warren","RB","Oklahoma St.","5-8",204,4.55,NA,NA,2022
"534","Rachaad White","RB","Arizona St.","6-0",214,4.48,NA,NA,2022
"535","ZaQuandre White","RB","South Carolina","6-0",206,NA,NA,NA,2022
"536","Zamir White","RB","Georgia","6-0",214,4.4,NA,NA,2022
"537","Kyren Williams","RB","Notre Dame","5-9",194,4.65,NA,NA,2022
"538","Israel Abanikanda","RB","Pittsburgh","5-10",216,NA,NA,NA,2023
"539","Devon Achane","RB","Texas A&M","5-9",188,4.32,NA,NA,2023
"540","Tank Bigsby","RB","Auburn","6-0",210,4.56,NA,NA,2023
"541","Chase Brown","RB","Illinois","5-10",209,4.43,NA,NA,2023
"542","Zach Charbonnet","RB","UCLA","6-0",214,4.53,NA,NA,2023
"543","Travis Dye","RB","USC","5-10",201,NA,NA,NA,2023
"544","Tiyon Evans","RB","Louisville","5-10",225,4.52,NA,NA,2023
"545","Zach Evans","RB","Mississippi","5-11",202,NA,NA,NA,2023
"546","Jahmyr Gibbs","RB","Alabama","5-9",199,4.36,NA,NA,2023
"547","Eric Gray","RB","Oklahoma","5-10",207,NA,NA,NA,2023
"548","Evan Hull","RB","Northwestern","5-10",209,4.47,6.9,4.38,2023
"549","Mohamed Ibrahim","RB","Minnesota","5-8",203,NA,NA,NA,2023
"550","Roschon Johnson","RB","Texas","6-0",219,4.58,NA,NA,2023
"551","Chris Rodriguez Jr.","RB","Kentucky","6-0",217,NA,NA,NA,2023
"552","DeWayne McBride","RB","Alabama-Birmingham","5-10",209,NA,NA,NA,2023
"553","Kenny McIntosh","RB","Georgia","6-0",204,4.62,NA,NA,2023
"554","Kendre Miller","RB","TCU","5-11",215,NA,NA,NA,2023
"555","Keaton Mitchell","RB","East Carolina","5-8",179,4.37,NA,NA,2023
"556","Camerun Peoples","RB","Appalachian St.","6-1",217,4.61,NA,NA,2023
"557","Deneric Prince","RB","Tulsa","6-0",216,4.41,NA,NA,2023
"558","Bijan Robinson","RB","Texas","5-11",215,4.46,NA,NA,2023
"559","Tyjae Spears","RB","Tulane","5-10",201,NA,NA,NA,2023
"560","Tavion Thomas","RB","Utah","6-0",237,4.74,NA,NA,2023
"561","SaRodorick Thompson","RB","Texas Tech","6-0",207,4.67,7.25,4.7,2023
"562","Sean Tucker","RB","Syracuse","5-9",207,NA,NA,NA,2023
"563","Deuce Vaughn","RB","Kansas St.","5-5",179,NA,NA,NA,2023
"564","Rasheen Ali","RB","Marshall","5-11",206,NA,NA,NA,2024
"565","Braelon Allen","RB","Wisconsin","6-1",235,NA,NA,NA,2024
"566","Emani Bailey","RB","TCU","5-7",202,4.61,NA,NA,2024
"567","Trey Benson","RB","Florida St.","6-0",216,4.39,NA,NA,2024
"568","Jonathon Brooks","RB","Texas","6-0",216,NA,NA,NA,2024
"569","Blake Corum","RB","Michigan","5-8",205,4.53,6.82,4.12,2024
"570","Isaiah Davis","RB","South Dakota St.","6-0",218,4.57,NA,NA,2024
"571","Re'Mahn Davis","RB","Kentucky","5-8",211,4.52,NA,4.51,2024
"572","Sevarian Edwards","RB","Georgia","5-10",207,NA,NA,NA,2024
"573","Audric Estimé","RB","Notre Dame","5-11",221,4.71,NA,NA,2024
"574","Franklin Gore","RB","Southern Mississippi","5-8",201,NA,NA,NA,2024
"575","Isaac Guerendo","RB","Louisville","6-0",221,4.33,6.94,4.15,2024
"576","George Holani","RB","Boise St.","5-10",208,4.52,NA,4.33,2024
"577","Bucky Irving","RB","Oregon","5-9",192,4.55,NA,NA,2024
"578","Dillon Johnson","RB","Washington","6-0",217,4.68,NA,NA,2024
"579","Jawhar Jordan","RB","Louisville","5-10",193,4.56,NA,NA,2024
"580","Tyrone Tracy Jr.","RB","Purdue","5-11",209,4.48,6.81,4.06,2024
"581","Dylan Laube","RB","New Hampshire","5-10",206,4.54,6.84,4.02,2024
"582","MarShawn Lloyd","RB","USC","5-9",220,4.46,NA,NA,2024
"583","Jase McClellan","RB","Alabama","5-10",221,NA,NA,NA,2024
"584","Kendall Milton","RB","Georgia","6-2",225,4.62,NA,4.38,2024
"585","Keilan Robinson","RB","Texas","5-8",191,4.42,NA,NA,2024
"586","Cody Schrader","RB","Missouri","5-9",202,4.61,NA,NA,2024
"587","Will Shipley","RB","Clemson","5-11",206,NA,NA,NA,2024
"588","Jaden Shirden","RB","Monmouth","5-8",187,4.45,NA,NA,2024
"589","Kimani Vidal","RB","Troy","5-8",213,4.46,7.01,4.15,2024
"590","Michael Wiley","RB","Arizona","5-11",210,4.51,NA,4.43,2024
"591","Miyan Williams","RB","Ohio St.","5-9",229,NA,NA,NA,2024
"592","Jaylen Wright","RB","Tennessee","5-11",210,4.38,NA,NA,2024
